2014-06-05 21:55:56,0,0
2014-06-05 21:55:56,16,3
2014-06-05 21:55:56,347,1
2014-06-05 21:55:56,221,2
2014-06-05 21:55:56,208,1
2014-06-05 21:55:56,537,1
2014-06-05 21:55:56,2740,1
2014-06-05 21:55:56,199,2
2014-06-05 21:55:56,47,0
2014-06-05 21:55:56,47,0
2014-06-05 21:55:56,64,1
2014-06-05 21:55:56,4791,0
2014-06-05 21:55:56,592,1
2014-06-05 21:55:56,106,1
2014-06-05 21:55:56,1073,1
2014-06-05 21:55:56,166,1
2014-06-05 21:55:56,1069,0
2014-06-05 21:55:57,3455,0
2014-06-05 21:55:57,4536,0
2014-06-05 21:55:57,1251,2
2014-06-05 21:55:57,575,1
2014-06-05 21:55:57,65,0
2014-06-05 21:55:57,135,1
2014-06-05 21:55:57,128,0
2014-06-05 21:55:57,972,1
2014-06-05 21:55:57,679,0
2014-06-05 21:55:57,24307,0
2014-06-05 21:55:57,22,0
2014-06-05 21:55:57,134,0
2014-06-05 21:55:57,1021,0
2014-06-05 21:55:57,14283,1
2014-06-05 21:55:57,174,1
2014-06-05 21:55:57,627,1
2014-06-05 21:55:57,763,0
2014-06-05 21:55:57,1812,1
2014-06-05 21:55:57,246,1
2014-06-05 21:55:57,1776,1
2014-06-05 21:55:57,326,1
2014-06-05 21:55:57,723,0
2014-06-05 21:55:57,478,1
2014-06-05 21:55:57,237,1
2014-06-05 21:55:57,59,1
2014-06-05 21:55:57,238,1
2014-06-05 21:55:57,302,0
2014-06-05 21:55:57,25,1
2014-06-05 21:55:57,321,1
2014-06-05 21:55:57,181,1
2014-06-05 21:55:57,1214,4
2014-06-05 21:55:57,5141,1
2014-06-05 21:55:57,403,0
2014-06-05 21:55:57,418,2
2014-06-05 21:55:57,215,1
2014-06-05 21:55:57,442,0
2014-06-05 21:55:57,97,1
2014-06-05 21:55:57,277,1
2014-06-05 21:55:57,822,1
2014-06-05 21:55:57,117,0
2014-06-05 21:55:57,186,0
2014-06-05 21:55:57,2459,1
2014-06-05 21:55:57,1554,1
2014-06-05 21:55:57,104,1
2014-06-05 21:55:57,17,0
2014-06-05 21:55:57,347,1
2014-06-05 21:55:57,260,0
2014-06-05 21:55:57,7839,1
2014-06-05 21:55:57,328,0
2014-06-05 21:55:57,1841,0
2014-06-05 21:55:57,660,0
2014-06-05 21:55:57,16,4
2014-06-05 21:55:58,930,1
2014-06-05 21:55:58,1370,1
2014-06-05 21:55:58,380,0
2014-06-05 21:55:58,3471,1
2014-06-05 21:55:58,0,1
2014-06-05 21:55:58,108,0
2014-06-05 21:55:58,91,1
2014-06-05 21:55:58,205,1
2014-06-05 21:55:58,65,1
2014-06-05 21:55:58,238,0
2014-06-05 21:55:58,1362,2
2014-06-05 21:55:58,341,0
2014-06-05 21:55:58,84,1
2014-06-05 21:55:58,45,3
2014-06-05 21:55:58,1704,1
2014-06-05 21:55:58,87,0
2014-06-05 21:55:58,2,1
2014-06-05 21:55:58,300,4
2014-06-05 21:55:58,350,1
2014-06-05 21:55:58,715,0
2014-06-05 21:55:58,62,1
2014-06-05 21:55:58,2320,0
2014-06-05 21:55:58,80,4
2014-06-05 21:55:58,396,0
2014-06-05 21:55:58,663,0
2014-06-05 21:55:58,531,1
2014-06-05 21:55:58,174,1
2014-06-05 21:55:58,528,1
2014-06-05 21:55:58,1032,0
2014-06-05 21:55:58,355,0
2014-06-05 21:55:58,34,2
2014-06-05 21:55:58,256,1
2014-06-05 21:55:58,168,0
2014-06-05 21:55:58,5,1
2014-06-05 21:55:58,444,1
2014-06-05 21:55:58,270,1
2014-06-05 21:55:58,257,2
2014-06-05 21:55:58,6,1
2014-06-05 21:55:58,893,1
2014-06-05 21:55:58,214,1
2014-06-05 21:55:58,32,0
2014-06-05 21:55:58,616,3
2014-06-05 21:55:58,3,0
2014-06-05 21:55:58,336,1
2014-06-05 21:55:58,57,0
2014-06-05 21:55:58,71,0
2014-06-05 21:55:58,453,1
2014-06-05 21:55:58,249,1
2014-06-05 21:55:58,285,1
2014-06-05 21:55:58,34,0
2014-06-05 21:55:58,56,0
2014-06-05 21:55:58,337,0
2014-06-05 21:55:58,75,2
2014-06-05 21:55:58,49,0
2014-06-05 21:55:58,237,0
2014-06-05 21:55:58,71,2
2014-06-05 21:55:58,297787,0
2014-06-05 21:55:58,853,2
2014-06-05 21:55:59,52,0
2014-06-05 21:55:59,325,0
2014-06-05 21:55:59,49,0
2014-06-05 21:55:59,317,1
2014-06-05 21:55:59,1606,0
2014-06-05 21:55:59,629,0
2014-06-05 21:55:59,3111,0
2014-06-05 21:55:59,3711,1
2014-06-05 21:55:59,7472,1
2014-06-05 21:55:59,149,0
2014-06-05 21:55:59,1300,1
2014-06-05 21:55:59,2151,1
2014-06-05 21:55:59,188,0
2014-06-05 21:55:59,3319,0
2014-06-05 21:55:59,39,1
2014-06-05 21:55:59,188,0
2014-06-05 21:55:59,12689,1
2014-06-05 21:55:59,73,2
2014-06-05 21:55:59,217,2
2014-06-05 21:55:59,782,1
2014-06-05 21:55:59,419,1
2014-06-05 21:55:59,219,0
2014-06-05 21:55:59,290,1
2014-06-05 21:55:59,20,1
2014-06-05 21:55:59,582,0
2014-06-05 21:55:59,278,1
2014-06-05 21:55:59,219,2
2014-06-05 21:55:59,3988,1
2014-06-05 21:55:59,9245,1
2014-06-05 21:55:59,3918,1
2014-06-05 21:55:59,445,2
2014-06-05 21:55:59,5037,1
2014-06-05 21:55:59,100,0
2014-06-05 21:55:59,338,0
2014-06-05 21:55:59,394,1
2014-06-05 21:55:59,415,2
2014-06-05 21:55:59,11386,3
2014-06-05 21:55:59,225,3
2014-06-05 21:55:59,4213,1
2014-06-05 21:55:59,377,3
2014-06-05 21:55:59,950,2
2014-06-05 21:55:59,4,1
2014-06-05 21:55:59,8,1
2014-06-05 21:55:59,92,3
2014-06-05 21:55:59,211,0
2014-06-05 21:55:59,3672,1
2014-06-05 21:55:59,365,0
2014-06-05 21:55:59,339,2
2014-06-05 21:55:59,355,2
2014-06-05 21:55:59,36,0
2014-06-05 21:55:59,656,1
2014-06-05 21:56:00,6250,1
2014-06-05 21:56:00,105,1
2014-06-05 21:56:00,1135,0
2014-06-05 21:56:00,764,1
2014-06-05 21:56:00,3313,1
2014-06-05 21:56:00,17498,1
2014-06-05 21:56:00,4588,1
2014-06-05 21:56:00,3363,0
2014-06-05 21:56:00,5443,1
2014-06-05 21:56:00,384,0
2014-06-05 21:56:00,3835,1
2014-06-05 21:56:00,3983,1
2014-06-05 21:56:00,417,1
2014-06-05 21:56:00,56,0
2014-06-05 21:56:00,43,1
2014-06-05 21:56:00,38,1
2014-06-05 21:56:00,774,0
2014-06-05 21:56:00,1006,0
2014-06-05 21:56:00,256,1
2014-06-05 21:56:00,3013,1
2014-06-05 21:56:00,41,1
2014-06-05 21:56:00,185,0
2014-06-05 21:56:00,13,1
2014-06-05 21:56:00,94,0
2014-06-05 21:56:00,800,0
2014-06-05 21:56:00,394,3
2014-06-05 21:56:00,45,1
2014-06-05 21:56:00,346,0
2014-06-05 21:56:00,8924,1
2014-06-05 21:56:00,11970,1
2014-06-05 21:56:00,1272,1
2014-06-05 21:56:00,175,0
2014-06-05 21:56:00,30,1
2014-06-05 21:56:00,458,1
2014-06-05 21:56:00,653,1
2014-06-05 21:56:00,809,1
2014-06-05 21:56:00,372,2
2014-06-05 21:56:00,446,1
2014-06-05 21:56:00,25,1
2014-06-05 21:56:00,13065,1
2014-06-05 21:56:00,436,2
2014-06-05 21:56:00,4,1
2014-06-05 21:56:00,359,1
2014-06-05 21:56:00,350,1
2014-06-05 21:56:00,455,1
2014-06-05 21:56:00,197,1
2014-06-05 21:56:00,395,1
2014-06-05 21:56:00,900,1
2014-06-05 21:56:00,58,1
2014-06-05 21:56:00,1058,1
2014-06-05 21:56:00,43,1
2014-06-05 21:56:00,263,0
2014-06-05 21:56:01,33,0
2014-06-05 21:56:01,86,0
2014-06-05 21:56:01,502,0
2014-06-05 21:56:01,2029,1
2014-06-05 21:56:01,631,1
2014-06-05 21:56:01,79,0
2014-06-05 21:56:01,3475,1
2014-06-05 21:56:01,103,0
2014-06-05 21:56:01,76,1
2014-06-05 21:56:01,0,0
2014-06-05 21:56:01,1201,0
2014-06-05 21:56:01,155581,1
2014-06-05 21:56:01,143,1
2014-06-05 21:56:01,4201,1
2014-06-05 21:56:01,2166,0
2014-06-05 21:56:01,109,1
2014-06-05 21:56:01,1502,2
2014-06-05 21:56:01,496,2
2014-06-05 21:56:01,6,0
2014-06-05 21:56:01,532,1
2014-06-05 21:56:01,157,1
2014-06-05 21:56:01,343,1
2014-06-05 21:56:01,426,0
2014-06-05 21:56:01,10,1
2014-06-05 21:56:01,1480,1
2014-06-05 21:56:01,36,1
2014-06-05 21:56:01,169,1
2014-06-05 21:56:01,117,1
2014-06-05 21:56:01,163,1
2014-06-05 21:56:01,506,3
2014-06-05 21:56:01,443,1
2014-06-05 21:56:01,961,1
2014-06-05 21:56:01,366,0
2014-06-05 21:56:01,1090,1
2014-06-05 21:56:01,238,1
2014-06-05 21:56:01,340,2
2014-06-05 21:56:01,428,1
2014-06-05 21:56:01,507,1
2014-06-05 21:56:01,26,3
2014-06-05 21:56:01,74,1
2014-06-05 21:56:01,451,2
2014-06-05 21:56:01,317,1
2014-06-05 21:56:01,188,1
2014-06-05 21:56:01,229,1
2014-06-05 21:56:01,130,1
2014-06-05 21:56:01,5516,2
2014-06-05 21:56:01,1515,3
2014-06-05 21:56:01,136,1
2014-06-05 21:56:01,564,1
2014-06-05 21:56:01,241,3
2014-06-05 21:56:01,254,0
2014-06-05 21:56:01,290,1
2014-06-05 21:56:01,315,1
2014-06-05 21:56:01,394,1
2014-06-05 21:56:02,571,0
2014-06-05 21:56:02,309,0
2014-06-05 21:56:02,265,0
2014-06-05 21:56:02,624,0
2014-06-05 21:56:02,109,0
2014-06-05 21:56:02,269,2
2014-06-05 21:56:02,234,0
2014-06-05 21:56:02,86,1
2014-06-05 21:56:02,0,0
2014-06-05 21:56:02,604,0
2014-06-05 21:56:02,66,1
2014-06-05 21:56:02,343,0
2014-06-05 21:56:02,243,1
2014-06-05 21:56:02,282,3
2014-06-05 21:56:02,1047,1
2014-06-05 21:56:02,735,0
2014-06-05 21:56:02,473,0
2014-06-05 21:56:02,480,0
2014-06-05 21:56:02,87,1
2014-06-05 21:56:02,626,1
